,full_formula,DebyeTemp,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
316,C14Si14,1142.64,156,3.094728,3.094726,35.42128,90.0,90.0,120.0
317,Hg1Y1,172.728,221,3.728182,3.728182,3.728182,90.0,90.0,90.0
318,Er1Rh1,240.524,221,3.378408,3.378408,3.378408,90.0,90.0,90.0
319,Sb1Th1,173.209,225,4.5638369999999995,4.5638369999999995,4.5638369999999995,60.0,60.0,60.0
320,Ba1Se1,205.457,225,4.7275659999999995,4.7275659999999995,4.7275659999999995,60.0,60.0,60.0
321,In3Tb1,206.616,221,4.632132,4.632132,4.632132,90.0,90.0,90.0
322,Bi8Th6,182.995,220,8.481049,8.481049,8.481049,109.4712,109.4712,109.4712
323,C1W1,631.428,187,2.928712,2.928712,2.851827,90.0,90.0,120.0
324,Al8Sb8,282.701,205,7.609595,7.609595,7.609595,90.0,90.0,90.0
325,Br1Li1,243.806,225,3.897674,3.897674,3.897674,60.0,60.0,60.0
326,Ag2Br2,148.267,11,4.111123,4.128139,5.825178,90.33319,90.0,90.0
327,Cd2N2,231.102,194,3.34237,3.34237,5.859834,90.0,90.0,120.0003
328,Nd1Pd3,274.956,221,4.181056,4.181056,4.181056,90.0,90.0,90.0
329,Be1Se1,491.798,225,3.481656,3.481656,3.481656,60.0,60.0,60.0
330,Bi2Pt2,123.803,194,3.838086,3.838086,7.347841,90.0,90.0,120.0043
331,Ag4Sr2,174.941,74,6.22098,6.22098,6.22098,133.9133,102.6273,95.03829
332,Ir4Th2,255.588,227,5.512322,5.512322,5.512322,60.0,60.0,60.0
333,Rh4Sb12,287.152,204,8.102757,8.102757,8.102757,109.4712,109.4712,109.4712
334,F4Pd2,286.896,136,5.070674,5.070674,3.475663,90.0,90.0,90.0
335,Ni1Sc1,361.988,221,3.202566,3.202566,3.202566,90.0,90.0,90.0
336,Ag1Ho1,192.785,221,3.624765,3.624765,3.624765,90.0,90.0,90.0
337,As4Ge3,269.741,215,5.513501,5.513501,5.514143,90.0,90.0,90.0
338,C1Cd1,251.694,225,3.432629,3.432629,3.432629,60.0,60.0,60.0
339,Ag8Sr8,168.159,62,4.8422600000000005,6.432438,16.62497,90.0,90.0,90.0
340,O1V1,600.723,225,3.152028,3.152028,3.152028,60.0,60.0,60.0
341,Mg1O1,890.461,225,3.007238,3.007238,3.007238,60.0,60.0,60.0
342,K6Se6,171.542,189,9.017371,9.017331,6.095882,90.0,90.0,120.0001
343,Ga2Pt1,142.357,225,4.216054,4.216054,4.216054,60.0,60.0,60.0
344,O2Pd2,284.513,131,3.104007,3.104007,5.44255,90.0,90.0,90.0
345,Sb8Tb4,209.205,64,4.344693,4.344693,17.86468,90.0,90.0,91.30134
346,C2La1,327.842,139,4.345685,4.345685,4.345685,125.5448,125.5448,80.63766
347,La2Sn4,195.27,65,8.610471,8.610471,4.751282,90.0,90.0,148.835
348,Al1Tc2,481.931,139,5.212259,5.212259,5.212259,146.6039,146.6039,47.95069
349,N1Na3,344.553,191,4.444223,4.444223,4.725076,90.0,90.0,119.9987
350,N8Si6,1022.0,220,5.617059,5.617059,5.617059,109.4712,109.4712,109.4712
351,Ba6P8,224.63,43,11.88592,9.727022,8.130794,82.92038,54.30427,42.75216
352,Li2S1,592.152,225,4.046135,4.046135,4.046135,60.0,60.0,60.0
353,As8O20,462.888,19,4.709909,8.732541,8.786661,89.99998,90.00062,89.99934
354,Sb1Tb1,224.08,225,4.401808,4.401808,4.401808,60.0,60.0,60.0
355,Pd3Sn1,266.584,221,4.045382,4.045382,4.045382,90.0,90.0,90.0
356,Ru8Si12,547.054,116,5.576576,5.576576,8.913528,90.0,90.0,90.0
357,Al3Nb1,619.895,139,5.103973,5.103973,5.103973,135.6147,135.6147,64.57653
358,Al1Ti1,542.338,123,2.851212,2.851212,4.20967,90.0,90.0,90.0
359,Co4P12,678.128,204,6.663555,6.663555,6.663555,109.4712,109.4712,109.4712
360,S4W2,238.022,194,3.202266,3.202266,13.46537,90.0,90.0,119.9997
361,Co4P12,678.743,204,6.663162,6.663162,6.663162,109.4712,109.4712,109.4712
362,Al1F3,730.728,221,3.639012,3.639012,3.639012,90.0,90.0,90.0
363,N2Re2,543.546,194,2.8063919999999998,2.806424,5.915995,90.0,90.0,119.9996
364,Pd3Pu1,234.8,221,4.093993,4.093993,4.093993,90.0,90.0,90.0
365,Ca2Si4,468.382,141,7.405591,7.405591,7.405591,146.3812,146.3812,48.2809
366,Te2Zr2,290.751,194,3.741906,3.741906,8.12735,90.0,90.0,120.0021
367,P2V2,581.122,194,3.154478,3.154478,6.319419,90.0,90.0,120.003
368,O24Tb16,367.206,206,9.301731,9.301731,9.301731,109.4712,109.4712,109.4712
369,Si4Th6,253.293,127,8.000086,8.000086,4.263588,90.0,90.0,90.0
370,In1N1,474.48,225,3.310348,3.310348,3.310348,60.0,60.0,60.0
371,Pd6Tl2,232.322,139,8.288879,8.288879,8.288879,150.8765,150.8765,41.65633
372,H2Ti2,532.918,131,3.007551,3.007551,4.640221,90.0,90.0,90.0
373,Er1Hg1,147.6,221,3.689625,3.689625,3.689625,90.0,90.0,90.0
374,H2V1,751.873,225,2.995503,2.995503,2.995503,60.0,60.0,60.0
375,La1Tl3,142.134,221,4.90046,4.90046,4.90046,90.0,90.0,90.0
376,Cu6Se4,206.425,113,6.449397,6.449397,4.329436,90.0,90.0,90.0
377,Ir4Sc2,340.213,227,5.222099,5.222099,5.222099,60.0,60.0,60.0
378,Si2Zr2,513.33,63,5.327922,5.327922,3.771505,90.0,90.0,138.4871
379,Ge3Pu1,306.083,221,4.144149,4.144149,4.144149,90.0,90.0,90.0
380,Ca24N16,441.255,206,9.935206,9.935206,9.935206,109.4712,109.4712,109.4712
381,Ge8Y6,336.397,63,5.729145,5.729145,14.31095,90.0,90.0,138.345
382,Pt2V6,433.648,223,4.84199,4.84199,4.84199,90.0,90.0,90.0
383,Gd1Mg1,215.153,221,3.8177719999999997,3.8177719999999997,3.8177719999999997,90.0,90.0,90.0
384,Ti1Y1,260.544,221,3.79,3.79,3.79,90.0,90.0,90.0
385,C1Ge1,716.181,216,3.251529,3.251529,3.251529,60.0,60.0,60.0
386,Al8Mo3,598.876,12,4.9750119999999995,4.9750119999999995,10.11329,80.04143,80.04143,43.11978
387,Mo6Si2,496.707,223,4.93745,4.93745,4.93745,90.0,90.0,90.0
388,Se4Ta2,158.246,194,3.493414,3.493414,13.85254,90.0,90.0,119.9959
389,Pb2Th2,147.448,141,6.61927,6.61927,6.61927,137.6502,137.6502,61.43911
390,Cl1K1,225.794,225,4.509612,4.509612,4.509612,60.0,60.0,60.0
391,Hg1Ho1,147.352,221,3.705408,3.705408,3.705408,90.0,90.0,90.0
392,Pt4Sr2,230.195,227,5.53975,5.53975,5.53975,60.0,60.0,60.0
393,Mn1Pt1,271.963,123,3.015928,3.015928,3.482237,90.0,90.0,90.0
394,B8W4,652.164,194,3.02708,3.026812,14.14504,90.0,90.0,119.9971
395,F4Si1,211.684,217,4.778509,4.778509,4.778509,109.4712,109.4712,109.4712
396,Ca1Tl3,121.244,221,4.882056,4.882056,4.882056,90.0,90.0,90.0
397,S4Y2,389.476,129,3.869147,3.869147,7.982055,90.0,90.0,90.0
398,Cr1Rh3,450.196,221,3.7741439999999997,3.7741439999999997,3.7741439999999997,90.0,90.0,90.0
399,Be26Zr2,1119.57,226,7.070924,7.070924,7.070924,60.0,60.0,60.0
400,Ho1Pt3,240.414,221,4.0818,4.0818,4.0818,90.0,90.0,90.0
401,La2Pd2,180.246,63,5.922074,5.922074,4.729079,90.0,90.0,140.7015
402,Al4Sr2,378.912,227,5.861209,5.861209,5.861209,60.0,60.0,60.0
403,Ir4Lu2,286.186,227,5.27269,5.27269,5.27269,60.0,60.0,60.0
404,Er2H2,306.32,194,3.596931,3.596842,5.360097,90.0,90.0,120.0008
405,Dy2Si2,350.371,63,5.692466,5.692466,3.839921,90.0,90.0,135.8163
406,C1Hf1,224.555,216,3.5670830000000002,3.5670830000000002,3.5670830000000002,60.0,60.0,60.0
407,Sc2Si2,559.432,63,5.416042,5.416042,3.70076,90.0,90.0,135.9971
408,Cl1Cs1,119.344,225,5.001139,5.001139,5.001139,60.0,60.0,60.0
409,Ce1Se1,277.477,221,3.6327309999999997,3.6327309999999997,3.6327309999999997,90.0,90.0,90.0
410,In2Sc6,338.917,194,6.523804,6.523804,5.307368,90.0,90.0,120.0001
411,Rh3Ti1,463.672,221,3.857402,3.857402,3.857402,90.0,90.0,90.0
412,Li4O4,758.039,194,3.180173,3.180182,7.700617,90.0,90.0,120.0001
413,Hg2La1,151.292,191,5.105105,5.105139,3.623826,90.0,90.0,119.9998
414,O8Sn4,311.487,62,3.610388,5.390873,7.357159,90.0,90.0,90.0
415,Ho5S7,285.345,12,6.668184,6.668184,11.56795,76.0865,76.0865,33.01084
416,Ca4Mg8,342.888,194,6.228649,6.228095,10.07356,90.0,90.0,120.0029
417,Pd4Sn4,169.975,62,3.343861,7.383201,6.652608,90.0,90.0,90.0
418,Cu2O2,294.601,15,2.940305,2.940305,5.153669,89.66285,89.66285,89.13641
419,In2Th4,164.415,140,6.420569,6.420569,6.420569,103.2049,103.2049,122.8971
420,S1Yb1,274.036,225,4.029701,4.029701,4.029701,60.0,60.0,60.0
421,Nb6Sb2,370.917,223,5.325076,5.325076,5.325076,90.0,90.0,90.0
422,Hf10Sn6,224.66,193,8.486088,8.486056,5.752233,90.0,90.0,120.0001
423,Cu4Sb2,253.554,129,4.016795,4.016795,6.162108,90.0,90.0,90.0
424,Hf1N1,291.655,221,2.816917,2.816917,2.816917,90.0,90.0,90.0
425,Ga1La3,152.346,221,5.00777,5.00777,5.00777,90.0,90.0,90.0
426,Ba1Ga2,227.535,191,4.462428,4.462428,5.112356,90.0,90.0,119.9995
427,O1U1,257.605,225,3.626097,3.626097,3.626097,60.0,60.0,60.0
428,Bi1In1,139.901,216,4.818267,4.818267,4.818267,60.0,60.0,60.0
429,Mg1Te1,183.318,216,4.604342,4.604342,4.604342,60.0,60.0,60.0
430,Rh6Th14,166.556,186,10.32078,10.32078,6.478144,90.0,90.0,120.0004
431,Pt3Yb1,192.236,221,4.108376,4.108376,4.108376,90.0,90.0,90.0
432,Pb2Se4,171.987,140,6.051184,6.051184,6.051184,115.1525,115.1525,98.62355
433,As1Y1,336.465,225,4.1233,4.1233,4.1233,60.0,60.0,60.0
434,F8Pd4,329.999,205,5.443964,5.443964,5.443964,90.0,90.0,90.0
435,Pt2Ti6,363.535,223,5.13998,5.13998,5.13998,90.0,90.0,90.0
436,Dy2Si4,231.05,141,7.858608,7.858608,7.858608,150.7962,150.7962,41.77388
437,Ca1Pt5,261.678,191,5.352729,5.352729,4.413231,90.0,90.0,119.9999
438,Cu3Pt1,282.368,221,3.712323,3.712323,3.712323,90.0,90.0,90.0
439,B6Nb4,816.92,63,9.921532,9.921532,3.141978,90.0,90.0,160.6587
440,Ce1Se1,245.387,225,4.139657,4.139657,4.139657,60.0,60.0,60.0
441,Nb6Tl2,220.249,223,5.369666,5.369666,5.369666,90.0,90.0,90.0
442,Al4Dy2,374.676,227,5.56547,5.56547,5.56547,60.0,60.0,60.0
443,F1Rb1,195.97,221,3.451341,3.451341,3.451341,90.0,90.0,90.0
444,S1Zn1,346.32,216,3.7984809999999998,3.7984809999999998,3.7984809999999998,60.0,60.0,60.0
445,C1Si1,1142.81,216,3.096527,3.096527,3.096527,60.0,60.0,60.0
446,N2Re4,464.207,194,2.870184,2.870148,9.894781,90.0,90.0,120.0004
447,Ru1V1,435.848,221,3.056239,3.056239,3.056239,90.0,90.0,90.0
448,Zn1Zr1,315.574,221,3.332177,3.332177,3.332177,90.0,90.0,90.0
449,Ga1Ni3,307.725,221,3.558766,3.558766,3.558766,90.0,90.0,90.0
450,Ir1Ti1,336.734,123,2.959071,2.959071,3.520724,90.0,90.0,90.0
451,La1Zn5,269.144,191,5.457838,5.45802,4.248732,90.0,90.0,119.9989
452,Re8Zr4,241.352,194,5.318326,5.318326,8.69403,90.0,90.0,119.9977
453,C1Tc1,285.978,216,3.282528,3.282528,3.282528,60.0,60.0,60.0
454,Ir3Te6,244.493,12,10.24862,10.24862,5.385774,89.46499,89.46499,22.75899
455,Si2W1,598.318,139,4.561269,4.561269,4.561269,138.3904,138.3904,60.30565
456,Er1In1,167.423,221,3.728232,3.728232,3.728232,90.0,90.0,90.0
457,Ir4Sb12,285.504,204,8.107103,8.107103,8.107103,109.4712,109.4712,109.4712
458,Pd1Sc1,284.158,221,3.346745,3.346745,3.346745,90.0,90.0,90.0
459,Sn3Tb1,144.466,221,4.775802,4.775802,4.775802,90.0,90.0,90.0
460,Na2O4,353.659,58,3.476991,4.293468,5.570401,90.0,90.0,90.0
461,Dy1S1,283.252,225,3.903898,3.903898,3.903898,60.0,60.0,60.0
462,Pd3Sc1,334.431,221,4.023365,4.023365,4.023365,90.0,90.0,90.0
463,N8Sn6,452.78,227,6.58522,6.58522,6.58522,60.0,60.0,60.0
464,Mo6Pt2,315.798,223,5.022899,5.022899,5.022899,90.0,90.0,90.0
465,F4V2,414.558,136,4.89392,4.89392,3.309779,90.0,90.0,90.0
466,Co4Sb12,312.038,204,7.8702000000000005,7.8702000000000005,7.8702000000000005,109.4712,109.4712,109.4712
467,As2Na6,276.248,194,5.064578,5.064578,9.021338,90.0,90.0,120.0034
468,Er2Ir4,286.882,227,5.296401,5.296401,5.296401,60.0,60.0,60.0
469,Ag2Th1,197.783,191,4.967964,4.967955,3.442002,90.0,90.0,120.0001
470,O12Sb8,169.01,227,8.116258,8.116258,8.116258,60.0,60.0,60.0
471,B6V4,1050.04,63,9.374505,9.374505,2.995056,90.0,90.0,161.1549
472,F12Y4,368.748,62,4.540319,6.369077,6.955113,90.0,90.0,90.0
473,La4S4,165.09,64,4.1046,4.1046,23.58387,90.0,90.0,89.99381
474,In1Y1,205.668,221,3.76203,3.76203,3.76203,90.0,90.0,90.0
475,O4Sn2,479.387,136,4.905483,4.905483,3.301371,90.0,90.0,90.0
476,Au2Y1,197.652,139,5.242788,5.242788,5.242788,138.2087,138.2087,60.58354
477,F8Mg4,620.454,205,5.009306,5.009306,5.009306,90.0,90.0,90.0
478,N12Ta10,509.074,193,5.249591,5.249541,10.52729,90.0,90.0,120.0003
479,Ir8S12,403.008,60,6.053615,6.196515,8.533614,90.0,90.0,90.0
480,In2Tb4,183.914,194,5.416163,5.416163,6.747703,90.0,90.0,119.9978
481,As8Pd4,291.468,205,6.07305,6.07305,6.07305,90.0,90.0,90.0
482,Sr1Zn5,252.13,191,5.508629,5.508629,4.246225,90.0,90.0,120.0047
483,O8Ti4,721.451,60,4.612878,5.029713,5.5894960000000005,90.0,90.0,90.0
484,Ge1Te1,279.457,225,4.251588,4.251588,4.251588,60.0,60.0,60.0
485,I1Tl1,90.1546,225,5.014852,5.014852,5.014852,60.0,60.0,60.0
486,As4Ru2,455.922,58,3.005643,5.471763,6.259605,90.0,90.0,90.0
487,Be4Cu2,767.289,227,4.246331,4.246331,4.246331,60.0,60.0,60.0
488,Al2Os1,524.495,139,4.738755,4.738755,4.738755,140.8975,140.8975,56.49312
489,Pu2Zn4,212.768,227,5.418806,5.418806,5.418806,60.0,60.0,60.0
490,Co5Y1,275.263,65,5.660698,5.115916,3.982133,90.0,90.0,123.5898
491,Hf16Pd8,184.015,227,8.775958,8.775958,8.775958,60.0,60.0,60.0
492,Ru2Th2,188.41,63,6.09902,6.09902,4.208095,90.0,90.0,141.4525
493,Ir4La10,123.937,15,9.298598,9.298598,7.474147,83.6325,83.6325,42.94882
494,Ga1Mn1,288.479,123,2.921328,2.921328,4.002948,90.0,90.0,90.0
495,O16Pb12,151.805,135,9.03029,9.03029,6.777368,90.0,90.0,90.0
496,K4S2,179.007,63,5.317424,5.317424,7.293658,90.0,90.0,120.2486
497,B8Cr2,1301.19,58,2.8561829999999997,4.721909,5.485881,90.0,90.0,90.0
498,Dy2Rh4,286.308,227,5.308788,5.308788,5.308788,60.0,60.0,60.0
499,C11N4,1574.8,16,3.499255,3.603475,7.3437909999999995,90.0,90.0,90.0
500,Ir2W2,380.945,51,2.780348,4.477024,4.849145,90.0,90.0,90.0
501,Ca1F2,466.257,225,3.897049,3.897049,3.897049,60.0,60.0,60.0
502,B2Ti1,1165.54,191,3.053404,3.053404,3.297584,90.0,90.0,120.0001
503,Pt8S8,268.435,84,6.488064,6.488064,6.659156,90.0,90.0,90.0
504,Ba1O1,296.951,225,3.969991,3.969991,3.969991,60.0,60.0,60.0
505,B4Mo6,624.505,127,6.061277,6.061277,3.179445,90.0,90.0,90.0
506,Hg4Mg8,180.553,62,4.650341,6.213508,8.950621,90.0,90.0,90.0
507,Sc1Zn1,376.516,221,3.385817,3.385817,3.385817,90.0,90.0,90.0
508,F2Xe1,121.56,139,4.825666,4.825666,4.825666,124.2929,124.2929,82.71261
509,Sb2V6,417.053,223,4.972243,4.972243,4.972243,90.0,90.0,90.0
510,H1Ta2,283.523,21,2.965231,2.965231,4.823916,90.0,90.0,108.3244
511,Al2La6,170.695,194,7.331509,7.331509,5.524423,90.0,90.0,120.0002
512,Mg12Ru8,384.895,213,6.939375,6.939375,6.939375,90.0,90.0,90.0
513,Al8Y12,320.543,136,8.251894,8.251894,7.639868,90.0,90.0,90.0
514,O4Te2,385.179,136,5.101776,5.101776,3.418172,90.0,90.0,90.0
515,I2Li2,176.248,194,4.242764,4.242693,6.977869,90.0,90.0,120.0006
516,Nb1Zn3,407.863,221,3.912887,3.912887,3.912887,90.0,90.0,90.0
517,Ir1N1,283.719,225,3.10881,3.10881,3.10881,60.0,60.0,60.0
518,Ir4Y2,307.989,227,5.326009,5.326009,5.326009,60.0,60.0,60.0
519,Fe8Re12,384.429,213,6.406632,6.406632,6.406632,90.0,90.0,90.0
520,Ir3Zr1,389.878,221,3.957928,3.957928,3.957928,90.0,90.0,90.0
521,O3W1,576.922,221,3.847318,3.847318,3.847318,90.0,90.0,90.0
522,Cd2Y1,237.855,191,4.968014,4.968307,3.455214,90.0002,89.99998,119.9984
523,Ga1Ir1,269.049,221,3.031308,3.031308,3.031308,90.0,90.0,90.0
524,Ba1In4,182.4,139,7.055295,7.055295,7.055295,138.1903,138.1903,60.61167
525,Co1N1,765.549,225,2.829105,2.829105,2.829105,60.0,60.0,60.0
526,Lu2Te4,158.966,129,4.416504,4.416504,8.709185,90.0,90.0,90.0
527,B12Hf1,1013.82,225,5.219183,5.219183,5.219183,60.0,60.0,60.0
528,Ag2Ca2,185.078,63,6.114637,6.114637,4.715097,90.0,90.0,140.9523
529,Mo4O8,647.531,14,4.917213,5.610899,5.641302,60.87136,90.0,90.0
530,Au2Mn1,161.05,139,5.128666,5.128666,5.128666,140.8776,140.8776,56.52322
531,C1Re1,577.477,187,2.8884369999999997,2.8884369999999997,2.829379,90.0,90.0,120.0003
532,Si6W3,527.596,180,4.629908,4.629908,6.661455,90.0,90.0,120.0
533,Rb6S6,170.492,189,8.955467,8.955467,6.187281,90.0,90.0,120.0
534,Pd1Yb1,166.941,221,3.519652,3.519652,3.519652,90.0,90.0,90.0
535,B2Mo2,707.789,63,4.568071,4.568071,3.10331,90.0,90.0,139.3485
536,Au5K1,154.758,191,5.794759,5.794717,4.560845,90.0,90.0,120.0002
537,Al1Rh1,495.827,221,2.9852179999999997,2.9852179999999997,2.9852179999999997,90.0,90.0,90.0
538,As1Tb1,282.966,225,4.138753,4.138753,4.138753,60.0,60.0,60.0
539,Cl8Th2,203.111,141,7.318375,7.318375,7.318375,106.3747,106.3747,115.8595
540,Al8Tb12,228.984,136,8.279582,8.279582,7.614729,90.0,90.0,90.0
541,Pd1Ti2,357.579,139,5.633185,5.633185,5.633185,147.789,147.789,46.19694
542,Ba1Pt5,236.52,191,5.586901,5.586901,4.321477,90.0,90.0,119.9979
543,Ga3Ni2,389.907,164,4.038749,4.038692,4.867312,90.00044,90.00008,120.0016
544,Gd1Se1,229.87,225,4.135241,4.135241,4.135241,60.0,60.0,60.0
545,Be2C1,1674.46,225,3.058704,3.058704,3.058704,60.0,60.0,60.0
546,B12Th1,976.339,225,5.421365,5.421365,5.421365,60.0,60.0,60.0
547,Pb1Se1,111.729,221,3.775393,3.775393,3.775393,90.0,90.0,90.0
548,O8Zn4,567.846,205,4.835695,4.835695,4.835695,90.0,90.0,90.0
549,Si12Sr2,479.398,63,5.614189,5.614189,11.7314,90.0,90.0,132.8393
550,K2Se1,194.41,225,5.480786,5.480786,5.480786,60.0,60.0,60.0
551,Be2O2,1233.74,186,2.709989,2.709984,4.402045,90.0,90.0,120.0001
552,Pt4Y4,209.547,62,4.499313,5.565228,7.049078,90.0,90.0,90.0
553,Ir5La1,280.427,191,5.352733,5.352733,4.304218,90.0,90.0,119.9964
554,Ag1I1,130.635,225,4.362143,4.362143,4.362143,60.0,60.0,60.0
555,La4Si4,317.328,63,7.169545,7.169545,6.670235,90.0,90.0,142.6505
556,Ca4Si12,495.796,139,7.646239,7.646239,7.646239,123.5217,123.5217,84.00125
557,Ca2Ir4,286.955,227,5.335122,5.335122,5.335122,60.0,60.0,60.0
558,Hf4S2,317.694,194,3.382605,3.382605,11.79976,90.0,90.0,119.9997
559,Hg1S1,146.597,225,3.944558,3.944558,3.944558,60.0,60.0,60.0
560,Dy1Tl1,129.738,221,3.7940519999999998,3.7940519999999998,3.7940519999999998,90.0,90.0,90.0
561,Pa6Sb8,218.741,220,7.943637,7.943637,7.943637,109.4712,109.4712,109.4712
562,Mo3Si6,667.949,180,4.62626,4.62626,6.624109,90.0,90.0,120.0
563,Ho1Se1,202.571,225,4.055058,4.055058,4.055058,60.0,60.0,60.0
564,N8Pt4,585.363,205,4.852952,4.852952,4.852952,90.0,90.0,90.0
565,Ge4La12,168.097,62,6.654327,8.158386,9.79906,90.0,90.0,90.0
566,Al12Dy4,403.65,194,6.118568,6.118532,9.549469,90.0,90.0,120.0002
567,Li2Pd1,274.621,191,4.218835,4.218661,2.729623,90.0,90.0,120.0014
568,B1Bi1,313.961,216,3.899726,3.899726,3.899726,60.0,60.0,60.0
569,Ga3Sc1,285.16,221,4.150509,4.150509,4.150509,90.0,90.0,90.0
570,Fe8Ta4,278.007,194,5.042169,5.04219,8.110327,90.0,90.0,119.9999
571,Dy1In1,173.592,221,3.7500970000000002,3.7500970000000002,3.7500970000000002,90.0,90.0,90.0
572,C1Rh1,400.461,225,3.073396,3.073396,3.073396,60.0,60.0,60.0
573,Eu1S1,194.704,221,3.6510119999999997,3.6510119999999997,3.6510119999999997,90.0,90.0,90.0
574,Au2Nb3,272.717,139,8.063486,8.063486,8.063486,155.4416,155.4416,35.00759
575,Cr2Te2,127.391,63,4.163089,4.163089,6.505635,90.0,90.0,119.3115
576,Pb4Y2,181.111,63,8.641232,8.641232,4.542457,90.0,90.0,149.4709
577,Au8Nb12,259.81,213,7.131289,7.131289,7.131289,90.0,90.0,90.0
578,O2Sr1,418.106,139,4.228843,4.228843,4.228843,129.911,129.911,73.54906
579,Cd1Sr1,181.992,221,4.058344,4.058344,4.058344,90.0,90.0,90.0
580,Hg33Rb3,65.5605,221,10.32628,10.32628,10.32628,90.0,90.0,90.0
581,Cd2Tb1,207.347,191,4.970502,4.970502,3.449688,90.0,90.0,119.9986
582,Al1Tb3,214.579,221,4.777323,4.777323,4.777323,90.0,90.0,90.0
583,Ba2Cd4,119.845,74,6.616464,6.616464,6.616464,132.6613,100.7789,97.77695
584,Cd3In1,115.221,221,4.547859,4.547859,4.547859,90.0,90.0,90.0
585,Be44Re2,1085.56,227,8.136774,8.136774,8.136774,60.0,60.0,60.0
586,In2Y4,231.773,194,5.402064,5.402064,6.756464,90.0,90.0,119.9968
587,Al2Sc4,456.668,194,4.969705,4.969705,6.270132,90.0,90.0,119.9979
588,Si1U3,151.512,221,4.368762,4.368762,4.368762,90.0,90.0,90.0
589,P8Ti4,607.192,62,3.392186,6.277846,8.379401,90.0,90.0,90.0
590,Al4Th2,292.911,227,5.797245,5.797245,5.797245,60.0,60.0,60.0
591,Ag4Ba2,154.367,74,6.441983,6.441983,6.441983,133.9195,101.2714,96.36701
592,Be2Mo6,465.81,223,4.877168,4.877168,4.877168,90.0,90.0,90.0
593,Si2Zr4,464.942,140,5.390335,5.390335,5.390335,104.0693,104.0693,120.918
594,O6Rh4,521.451,167,5.578082,5.578082,5.578082,55.65078,55.65078,55.65078
595,N8W4,416.428,205,5.031986,5.031986,5.031986,90.0,90.0,90.0
596,Ho1Ir1,219.775,221,3.3920719999999998,3.3920719999999998,3.3920719999999998,90.0,90.0,90.0
597,Cs1I1,101.205,221,4.661956,4.661956,4.661956,90.0,90.0,90.0
598,N1Nb1,585.974,225,3.13866,3.13866,3.13866,60.0,60.0,60.0
599,Be2Zn26,272.631,226,8.540495,8.540495,8.540495,60.0,60.0,60.0
600,Sb4Th2,191.437,129,4.42742,4.42742,9.491985,90.0,90.0,90.0
601,O2Pt2,260.442,131,3.151331,3.151331,5.342036,90.0,90.0,90.0
602,O24Tl16,235.551,206,9.324296,9.324296,9.324296,109.4712,109.4712,109.4712
603,Ba6Sn10,171.249,63,7.232834,7.232834,11.37159,90.0,90.0,101.5903
604,Au2Gd2,131.857,63,5.870724,5.870724,4.735783,90.0,90.0,141.895
605,O4Ta2,488.368,136,5.024712,5.024712,2.899787,90.0,90.0,90.0
606,Co1O1,372.102,216,3.2792149999999998,3.2792149999999998,3.2792149999999998,60.0,60.0,60.0
607,Cs2S2,116.551,71,6.420224,6.420224,6.420224,131.737,109.8541,89.69417
608,Cl1Li1,380.102,225,3.646716,3.646716,3.646716,60.0,60.0,60.0
609,Ga2La1,325.838,191,4.338366,4.338366,4.442451,90.0,90.0,119.9985
610,La1Te1,174.773,225,4.608785,4.608785,4.608785,60.0,60.0,60.0
611,C1Ir1,345.767,216,3.251935,3.251935,3.251935,60.0,60.0,60.0
612,As12Ir4,374.297,204,7.418516,7.418516,7.418516,109.4712,109.4712,109.4712
613,Hf1Tc1,280.225,221,3.265778,3.265778,3.265778,90.0,90.0,90.0
614,Al8Ho12,241.841,136,8.199358,8.199358,7.561414,90.0,90.0,90.0
615,Pt2Si1,273.04,139,4.090006,4.090006,4.090006,122.4063,122.4063,85.88033
616,Al4Au8,187.534,62,3.249246,6.825426,9.047865,90.0,90.0,90.0
617,Re8Tb4,178.543,194,5.449653,5.449537,8.862338,90.0,90.0,120.0007
618,In3Yb1,184.786,221,4.713178,4.713178,4.713178,90.0,90.0,90.0
619,C1Pt1,304.373,187,3.004256,3.004256,2.868878,90.0,90.0,120.0006
620,Ge4Hf6,328.836,127,7.1612729999999996,7.1612729999999996,3.698433,90.0,90.0,90.0
621,Cd2Te2,159.625,63,4.327975,4.327975,6.09738,90.0,90.0,90.36625
622,N1Na1,396.495,225,3.547023,3.547023,3.547023,60.0,60.0,60.0
623,Pt3Sc1,278.829,221,4.006919,4.006919,4.006919,90.0,90.0,90.0
624,C1W1,464.068,225,3.10455,3.10455,3.10455,60.0,60.0,60.0
625,Cr1N1,835.069,225,3.013376,3.013376,3.013376,60.0,60.0,60.0
626,C1Tc1,419.845,225,3.089985,3.089985,3.089985,60.0,60.0,60.0
627,Er1Ga3,274.61,221,4.231754,4.231754,4.231754,90.0,90.0,90.0
628,O4Ti2,536.509,141,5.561804,5.561804,5.561804,139.9855,139.9855,57.87532
629,Ge4Ru4,400.918,198,4.880463,4.880463,4.880463,90.0,90.0,90.0
630,Hf6Rh10,287.509,55,4.283327,5.5832239999999995,10.81479,90.0,90.0,90.0
631,Ba2Si46,527.656,223,10.27563,10.27563,10.27563,90.0,90.0,90.0
632,Be5Co1,973.775,216,4.069983,4.069983,4.069983,60.0,60.0,60.0
